Team,,,,,Team,,,,,,,,,,,,,,,Opponent,,,,,,,,,,,,
Rk,Date,Tm,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
1530,2019-01-31,PHI,@,GSW,W 113-104,240,41,88,0.466,29,51,0.569,12,37,0.324,19,24,0.792,113,41,88,0.466,30,50,0.6,11,38,0.289,11,16,0.688,104
1531,2019-01-31,LAC,,LAL,L 120-123 (OT),265,46,104,0.442,32,61,0.525,14,43,0.326,14,26,0.538,120,42,92,0.457,31,66,0.47,11,26,0.423,28,35,0.8,123
1532,2019-01-31,LAL,@,LAC,W 123-120 (OT),265,42,92,0.457,31,66,0.47,11,26,0.423,28,35,0.8,123,46,104,0.442,32,61,0.525,14,43,0.326,14,26,0.538,120
1533,2019-01-31,IND,@,ORL,L 100-107,240,41,91,0.451,37,72,0.514,4,19,0.211,14,16,0.875,100,38,82,0.463,27,57,0.474,11,25,0.44,20,22,0.909,107
1534,2019-01-31,ORL,,IND,W 107-100,240,38,82,0.463,27,57,0.474,11,25,0.44,20,22,0.909,107,41,91,0.451,37,72,0.514,4,19,0.211,14,16,0.875,100
1535,2019-01-31,BRK,@,SAS,L 114-117,240,42,89,0.472,31,55,0.564,11,34,0.324,19,29,0.655,114,40,100,0.4,28,67,0.418,12,33,0.364,25,29,0.862,117
1536,2019-01-31,SAS,,BRK,W 117-114,240,40,100,0.4,28,67,0.418,12,33,0.364,25,29,0.862,117,42,89,0.472,31,55,0.564,11,34,0.324,19,29,0.655,114
1537,2019-01-31,MIL,@,TOR,W 105-92,240,39,79,0.494,25,41,0.61,14,38,0.368,13,17,0.765,105,37,93,0.398,30,66,0.455,7,27,0.259,11,13,0.846,92
1538,2019-01-31,TOR,,MIL,L 92-105,240,37,93,0.398,30,66,0.455,7,27,0.259,11,13,0.846,92,39,79,0.494,25,41,0.61,14,38,0.368,13,17,0.765,105
1539,2019-02-01,CHO,,MEM,W 100-92,240,32,73,0.438,20,44,0.455,12,29,0.414,24,28,0.857,100,35,80,0.438,26,51,0.51,9,29,0.31,13,17,0.765,92
1540,2019-02-01,MEM,@,CHO,L 92-100,240,35,80,0.438,26,51,0.51,9,29,0.31,13,17,0.765,92,32,73,0.438,20,44,0.455,12,29,0.414,24,28,0.857,100
1541,2019-02-01,DEN,,HOU,W 136-122,240,51,82,0.622,37,51,0.725,14,31,0.452,20,23,0.87,136,45,85,0.529,29,41,0.707,16,44,0.364,16,21,0.762,122
1542,2019-02-01,HOU,@,DEN,L 122-136,240,45,85,0.529,29,41,0.707,16,44,0.364,16,21,0.762,122,51,82,0.622,37,51,0.725,14,31,0.452,20,23,0.87,136
1543,2019-02-01,MIA,,OKC,L 102-118,240,41,92,0.446,30,56,0.536,11,36,0.306,9,14,0.643,102,44,91,0.484,28,61,0.459,16,30,0.533,14,19,0.737,118
1544,2019-02-01,OKC,@,MIA,W 118-102,240,44,91,0.484,28,61,0.459,16,30,0.533,14,19,0.737,118,41,92,0.446,30,56,0.536,11,36,0.306,9,14,0.643,102
1545,2019-02-01,BOS,@,NYK,W 113-99,240,46,100,0.46,33,63,0.524,13,37,0.351,8,10,0.8,113,39,86,0.453,30,55,0.545,9,31,0.29,12,12,1,99
1546,2019-02-01,NYK,,BOS,L 99-113,240,39,86,0.453,30,55,0.545,9,31,0.29,12,12,1,99,46,100,0.46,33,63,0.524,13,37,0.351,8,10,0.8,113
1547,2019-02-01,ATL,@,UTA,L 112-128,240,39,98,0.398,25,52,0.481,14,46,0.304,20,24,0.833,112,46,87,0.529,34,52,0.654,12,35,0.343,24,30,0.8,128
1548,2019-02-01,UTA,,ATL,W 128-112,240,46,87,0.529,34,52,0.654,12,35,0.343,24,30,0.8,128,39,98,0.398,25,52,0.481,14,46,0.304,20,24,0.833,112
1549,2019-02-02,CHI,@,CHO,L 118-125,240,42,81,0.519,33,57,0.579,9,24,0.375,25,25,1,118,43,82,0.524,29,50,0.58,14,32,0.438,25,29,0.862,125
1550,2019-02-02,CHO,,CHI,W 125-118,240,43,82,0.524,29,50,0.58,14,32,0.438,25,29,0.862,125,42,81,0.519,33,57,0.579,9,24,0.375,25,25,1,118
1551,2019-02-02,CLE,,DAL,L 98-111,240,34,85,0.4,30,62,0.484,4,23,0.174,26,33,0.788,98,40,84,0.476,24,45,0.533,16,39,0.41,15,19,0.789,111
1552,2019-02-02,DAL,@,CLE,W 111-98,240,40,84,0.476,24,45,0.533,16,39,0.41,15,19,0.789,111,34,85,0.4,30,62,0.484,4,23,0.174,26,33,0.788,98
1553,2019-02-02,DET,,LAC,L 101-111,240,35,83,0.422,18,41,0.439,17,42,0.405,14,20,0.7,101,40,82,0.488,30,62,0.484,10,20,0.5,21,34,0.618,111
1554,2019-02-02,LAC,@,DET,W 111-101,240,40,82,0.488,30,62,0.484,10,20,0.5,21,34,0.618,111,35,83,0.422,18,41,0.439,17,42,0.405,14,20,0.7,101
1555,2019-02-02,GSW,,LAL,W 115-101,240,43,91,0.473,32,57,0.561,11,34,0.324,18,19,0.947,115,42,96,0.438,35,69,0.507,7,27,0.259,10,17,0.588,101
1556,2019-02-02,LAL,@,GSW,L 101-115,240,42,96,0.438,35,69,0.507,7,27,0.259,10,17,0.588,101,43,91,0.473,32,57,0.561,11,34,0.324,18,19,0.947,115
1557,2019-02-02,IND,@,MIA,W 95-88,240,38,89,0.427,31,65,0.477,7,24,0.292,12,17,0.706,95,30,71,0.423,21,41,0.512,9,30,0.3,19,26,0.731,88
1558,2019-02-02,MIA,,IND,L 88-95,240,30,71,0.423,21,41,0.512,9,30,0.3,19,26,0.731,88,38,89,0.427,31,65,0.477,7,24,0.292,12,17,0.706,95
1559,2019-02-02,DEN,@,MIN,W 107-106,240,42,89,0.472,29,56,0.518,13,33,0.394,10,14,0.714,107,42,89,0.472,31,55,0.564,11,34,0.324,11,16,0.688,106
1560,2019-02-02,MIN,,DEN,L 106-107,240,42,89,0.472,31,55,0.564,11,34,0.324,11,16,0.688,106,42,89,0.472,29,56,0.518,13,33,0.394,10,14,0.714,107
1561,2019-02-02,BRK,@,ORL,L 89-102,240,33,91,0.363,23,53,0.434,10,38,0.263,13,16,0.813,89,41,94,0.436,31,67,0.463,10,27,0.37,10,12,0.833,102
1562,2019-02-02,ORL,,BRK,W 102-89,240,41,94,0.436,31,67,0.463,10,27,0.37,10,12,0.833,102,33,91,0.363,23,53,0.434,10,38,0.263,13,16,0.813,89
1563,2019-02-02,ATL,@,PHO,W 118-112,240,43,84,0.512,29,52,0.558,14,32,0.438,18,26,0.692,118,45,96,0.469,33,64,0.516,12,32,0.375,10,18,0.556,112
1564,2019-02-02,PHO,,ATL,L 112-118,240,45,96,0.469,33,64,0.516,12,32,0.375,10,18,0.556,112,43,84,0.512,29,52,0.558,14,32,0.438,18,26,0.692,118
1565,2019-02-02,PHI,@,SAC,L 108-115,240,41,93,0.441,34,60,0.567,7,33,0.212,19,25,0.76,108,42,92,0.457,31,62,0.5,11,30,0.367,20,24,0.833,115
1566,2019-02-02,SAC,,PHI,W 115-108,240,42,92,0.457,31,62,0.5,11,30,0.367,20,24,0.833,115,41,93,0.441,34,60,0.567,7,33,0.212,19,25,0.76,108
1567,2019-02-02,NOP,@,SAS,L 108-113,240,43,96,0.448,33,61,0.541,10,35,0.286,12,12,1,108,44,92,0.478,35,69,0.507,9,23,0.391,16,18,0.889,113
1568,2019-02-02,SAS,,NOP,W 113-108,240,44,92,0.478,35,69,0.507,9,23,0.391,16,18,0.889,113,43,96,0.448,33,61,0.541,10,35,0.286,12,12,1,108
1569,2019-02-02,HOU,@,UTA,W 125-98,240,40,87,0.46,25,48,0.521,15,39,0.385,30,37,0.811,125,31,86,0.36,20,45,0.444,11,41,0.268,25,36,0.694,98
1570,2019-02-02,UTA,,HOU,L 98-125,240,31,86,0.36,20,45,0.444,11,41,0.268,25,36,0.694,98,40,87,0.46,25,48,0.521,15,39,0.385,30,37,0.811,125
1571,2019-02-02,MIL,@,WAS,W 131-115,240,45,91,0.495,28,52,0.538,17,39,0.436,24,24,1,131,43,93,0.462,33,60,0.55,10,33,0.303,19,26,0.731,115
1572,2019-02-02,WAS,,MIL,L 115-131,240,43,93,0.462,33,60,0.55,10,33,0.303,19,26,0.731,115,45,91,0.495,28,52,0.538,17,39,0.436,24,24,1,131
1573,2019-02-03,BOS,,OKC,W 134-129,240,54,91,0.593,41,57,0.719,13,34,0.382,13,17,0.765,134,45,92,0.489,31,57,0.544,14,35,0.4,25,34,0.735,129
1574,2019-02-03,OKC,@,BOS,L 129-134,240,45,92,0.489,31,57,0.544,14,35,0.4,25,34,0.735,129,54,91,0.593,41,57,0.719,13,34,0.382,13,17,0.765,134
1575,2019-02-03,MEM,@,NYK,W 96-84,240,37,91,0.407,28,65,0.431,9,26,0.346,13,18,0.722,96,28,74,0.378,16,34,0.471,12,40,0.3,16,22,0.727,84
1576,2019-02-03,NYK,,MEM,L 84-96,240,28,74,0.378,16,34,0.471,12,40,0.3,16,22,0.727,84,37,91,0.407,28,65,0.431,9,26,0.346,13,18,0.722,96
1577,2019-02-03,LAC,@,TOR,L 103-121,240,38,89,0.427,36,77,0.468,2,12,0.167,25,29,0.862,103,43,94,0.457,34,61,0.557,9,33,0.273,26,31,0.839,121
1578,2019-02-03,TOR,,LAC,W 121-103,240,43,94,0.457,34,61,0.557,9,33,0.273,26,31,0.839,121,38,89,0.427,36,77,0.468,2,12,0.167,25,29,0.862,103
1579,2019-02-04,BRK,,MIL,L 94-113,240,33,102,0.324,28,60,0.467,5,42,0.119,23,28,0.821,94,43,101,0.426,33,62,0.532,10,39,0.256,17,25,0.68,113
1580,2019-02-04,MIL,@,BRK,W 113-94,240,43,101,0.426,33,62,0.532,10,39,0.256,17,25,0.68,113,33,102,0.324,28,60,0.467,5,42,0.119,23,28,0.821,94
1581,2019-02-04,DEN,@,DET,L 103-129,240,41,92,0.446,32,64,0.5,9,28,0.321,12,22,0.545,103,48,88,0.545,32,51,0.627,16,37,0.432,17,20,0.85,129
1582,2019-02-04,DET,,DEN,W 129-103,240,48,88,0.545,32,51,0.627,16,37,0.432,17,20,0.85,129,41,92,0.446,32,64,0.5,9,28,0.321,12,22,0.545,103
1583,2019-02-04,IND,@,NOP,W 109-107,240,41,91,0.451,31,63,0.492,10,28,0.357,17,24,0.708,109,39,90,0.433,30,52,0.577,9,38,0.237,20,24,0.833,107
1584,2019-02-04,NOP,,IND,L 107-109,240,39,90,0.433,30,52,0.577,9,38,0.237,20,24,0.833,107,41,91,0.451,31,63,0.492,10,28,0.357,17,24,0.708,109
1585,2019-02-04,HOU,@,PHO,W 118-110,240,43,87,0.494,30,46,0.652,13,41,0.317,19,25,0.76,118,45,84,0.536,38,59,0.644,7,25,0.28,13,18,0.722,110
1586,2019-02-04,PHO,,HOU,L 110-118,240,45,84,0.536,38,59,0.644,7,25,0.28,13,18,0.722,110,43,87,0.494,30,46,0.652,13,41,0.317,19,25,0.76,118
1587,2019-02-04,SAC,,SAS,W 127-112,240,50,90,0.556,37,58,0.638,13,32,0.406,14,23,0.609,127,42,98,0.429,33,66,0.5,9,32,0.281,19,21,0.905,112
1588,2019-02-04,SAS,@,SAC,L 112-127,240,42,98,0.429,33,66,0.5,9,32,0.281,19,21,0.905,112,50,90,0.556,37,58,0.638,13,32,0.406,14,23,0.609,127
1589,2019-02-04,ATL,@,WAS,W 137-129,240,46,91,0.505,26,51,0.51,20,40,0.5,25,29,0.862,137,48,97,0.495,36,59,0.61,12,38,0.316,21,29,0.724,129
1590,2019-02-04,WAS,,ATL,L 129-137,240,48,97,0.495,36,59,0.61,12,38,0.316,21,29,0.724,129,46,91,0.505,26,51,0.51,20,40,0.5,25,29,0.862,137
1591,2019-02-05,CHO,,LAC,L 115-117,240,39,93,0.419,24,51,0.471,15,42,0.357,22,26,0.846,115,42,87,0.483,24,63,0.381,18,24,0.75,15,17,0.882,117
1592,2019-02-05,LAC,@,CHO,W 117-115,240,42,87,0.483,24,63,0.381,18,24,0.75,15,17,0.882,117,39,93,0.419,24,51,0.471,15,42,0.357,22,26,0.846,115
1593,2019-02-05,BOS,@,CLE,W 103-96,240,40,82,0.488,31,56,0.554,9,26,0.346,14,14,1,103,40,96,0.417,31,63,0.492,9,33,0.273,7,8,0.875,96
1594,2019-02-05,CLE,,BOS,L 96-103,240,40,96,0.417,31,63,0.492,9,33,0.273,7,8,0.875,96,40,82,0.488,31,56,0.554,9,26,0.346,14,14,1,103
1595,2019-02-05,IND,,LAL,W 136-94,240,56,98,0.571,37,64,0.578,19,34,0.559,5,8,0.625,136,35,75,0.467,31,54,0.574,4,21,0.19,20,26,0.769,94
1596,2019-02-05,LAL,@,IND,L 94-136,240,35,75,0.467,31,54,0.574,4,21,0.19,20,26,0.769,94,56,98,0.571,37,64,0.578,19,34,0.559,5,8,0.625,136
1597,2019-02-05,MEM,,MIN,W 108-106,240,36,86,0.419,21,52,0.404,15,34,0.441,21,29,0.724,108,39,87,0.448,30,58,0.517,9,29,0.31,19,20,0.95,106
1598,2019-02-05,MIN,@,MEM,L 106-108,240,39,87,0.448,30,58,0.517,9,29,0.31,19,20,0.95,106,36,86,0.419,21,52,0.404,15,34,0.441,21,29,0.724,108
1599,2019-02-05,DET,@,NYK,W 105-92,240,37,79,0.468,25,45,0.556,12,34,0.353,19,24,0.792,105,36,90,0.4,27,57,0.474,9,33,0.273,11,15,0.733,92
1600,2019-02-05,NYK,,DET,L 92-105,240,36,90,0.4,27,57,0.474,9,33,0.273,11,15,0.733,92,37,79,0.468,25,45,0.556,12,34,0.353,19,24,0.792,105
1601,2019-02-05,OKC,,ORL,W 132-122,240,46,92,0.5,33,62,0.532,13,30,0.433,27,37,0.73,132,42,90,0.467,31,53,0.585,11,37,0.297,27,34,0.794,122
1602,2019-02-05,ORL,@,OKC,L 122-132,240,42,90,0.467,31,53,0.585,11,37,0.297,27,34,0.794,122,46,92,0.5,33,62,0.532,13,30,0.433,27,37,0.73,132
1603,2019-02-05,PHI,,TOR,L 107-119,240,31,70,0.443,24,46,0.522,7,24,0.292,38,41,0.927,107,41,89,0.461,30,58,0.517,11,31,0.355,26,32,0.813,119
1604,2019-02-05,TOR,@,PHI,W 119-107,240,41,89,0.461,30,58,0.517,11,31,0.355,26,32,0.813,119,31,70,0.443,24,46,0.522,7,24,0.292,38,41,0.927,107
1605,2019-02-05,MIA,@,POR,W 118-108,240,45,83,0.542,38,61,0.623,7,22,0.318,21,25,0.84,118,42,93,0.452,27,54,0.5,15,39,0.385,9,12,0.75,108
1606,2019-02-05,POR,,MIA,L 108-118,240,42,93,0.452,27,54,0.5,15,39,0.385,9,12,0.75,108,45,83,0.542,38,61,0.623,7,22,0.318,21,25,0.84,118
1607,2019-02-06,BRK,,DEN,W 135-130,240,46,90,0.511,27,56,0.482,19,34,0.559,24,33,0.727,135,50,99,0.505,37,64,0.578,13,35,0.371,17,21,0.81,130
1608,2019-02-06,DEN,@,BRK,L 130-135,240,50,99,0.505,37,64,0.578,13,35,0.371,17,21,0.81,130,46,90,0.511,27,56,0.482,19,34,0.559,24,33,0.727,135
1609,2019-02-06,CHI,,NOP,L 120-125,240,45,91,0.495,29,55,0.527,16,36,0.444,14,19,0.737,120,45,85,0.529,30,50,0.6,15,35,0.429,20,30,0.667,125
1610,2019-02-06,NOP,@,CHI,W 125-120,240,45,85,0.529,30,50,0.6,15,35,0.429,20,30,0.667,125,45,91,0.495,29,55,0.527,16,36,0.444,14,19,0.737,120
1611,2019-02-06,CHO,@,DAL,L 93-99,240,36,89,0.404,27,52,0.519,9,37,0.243,12,17,0.706,93,38,94,0.404,27,58,0.466,11,36,0.306,12,17,0.706,99
1612,2019-02-06,DAL,,CHO,W 99-93,240,38,94,0.404,27,58,0.466,11,36,0.306,12,17,0.706,99,36,89,0.404,27,52,0.519,9,37,0.243,12,17,0.706,93
1613,2019-02-06,GSW,,SAS,W 141-102,240,55,95,0.579,39,61,0.639,16,34,0.471,15,21,0.714,141,35,81,0.432,23,49,0.469,12,32,0.375,20,21,0.952,102
1614,2019-02-06,SAS,@,GSW,L 102-141,240,35,81,0.432,23,49,0.469,12,32,0.375,20,21,0.952,102,55,95,0.579,39,61,0.639,16,34,0.471,15,21,0.714,141
1615,2019-02-06,MIL,,WAS,W 148-129,240,56,93,0.602,37,63,0.587,19,30,0.633,17,26,0.654,148,48,92,0.522,31,55,0.564,17,37,0.459,16,19,0.842,129
1616,2019-02-06,WAS,@,MIL,L 129-148,240,48,92,0.522,31,55,0.564,17,37,0.459,16,19,0.842,129,56,93,0.602,37,63,0.587,19,30,0.633,17,26,0.654,148
1617,2019-02-06,HOU,@,SAC,W 127-101,240,45,100,0.45,25,49,0.51,20,51,0.392,17,18,0.944,127,39,91,0.429,28,58,0.483,11,33,0.333,12,20,0.6,101
1618,2019-02-06,SAC,,HOU,L 101-127,240,39,91,0.429,28,58,0.483,11,33,0.333,12,20,0.6,101,45,100,0.45,25,49,0.51,20,51,0.392,17,18,0.944,127
1619,2019-02-06,PHO,@,UTA,L 88-116,240,35,75,0.467,32,58,0.552,3,17,0.176,15,19,0.789,88,42,84,0.5,31,56,0.554,11,28,0.393,21,32,0.656,116
1620,2019-02-06,UTA,,PHO,W 116-88,240,42,84,0.5,31,56,0.554,11,28,0.393,21,32,0.656,116,35,75,0.467,32,58,0.552,3,17,0.176,15,19,0.789,88
1621,2019-02-07,ATL,,TOR,L 101-119,240,36,80,0.45,20,45,0.444,16,35,0.457,13,25,0.52,101,40,87,0.46,27,47,0.574,13,40,0.325,26,33,0.788,119
1622,2019-02-07,TOR,@,ATL,W 119-101,240,40,87,0.46,27,47,0.574,13,40,0.325,26,33,0.788,119,36,80,0.45,20,45,0.444,16,35,0.457,13,25,0.52,101
1623,2019-02-07,BOS,,LAL,L 128-129,240,46,94,0.489,30,56,0.536,16,38,0.421,20,20,1,128,50,97,0.515,28,56,0.5,22,41,0.537,7,18,0.389,129
1624,2019-02-07,LAL,@,BOS,W 129-128,240,50,97,0.515,28,56,0.5,22,41,0.537,7,18,0.389,129,46,94,0.489,30,56,0.536,16,38,0.421,20,20,1,128
1625,2019-02-07,IND,,LAC,W 116-92,240,49,87,0.563,40,65,0.615,9,22,0.409,9,11,0.818,116,37,85,0.435,31,68,0.456,6,17,0.353,12,19,0.632,92
1626,2019-02-07,LAC,@,IND,L 92-116,240,37,85,0.435,31,68,0.456,6,17,0.353,12,19,0.632,92,49,87,0.563,40,65,0.615,9,22,0.409,9,11,0.818,116
1627,2019-02-07,MEM,@,OKC,L 95-117,240,34,77,0.442,27,53,0.509,7,24,0.292,20,23,0.87,95,43,90,0.478,26,46,0.565,17,44,0.386,14,22,0.636,117
1628,2019-02-07,OKC,,MEM,W 117-95,240,43,90,0.478,26,46,0.565,17,44,0.386,14,22,0.636,117,34,77,0.442,27,53,0.509,7,24,0.292,20,23,0.87,95
1629,2019-02-07,MIN,@,ORL,L 112-122,240,46,99,0.465,36,73,0.493,10,26,0.385,10,12,0.833,112,45,83,0.542,34,57,0.596,11,26,0.423,21,23,0.913,122
1630,2019-02-07,ORL,,MIN,W 122-112,240,45,83,0.542,34,57,0.596,11,26,0.423,21,23,0.913,122,46,99,0.465,36,73,0.493,10,26,0.385,10,12,0.833,112
1631,2019-02-07,POR,,SAS,W 127-118,240,49,91,0.538,38,60,0.633,11,31,0.355,18,18,1,127,48,91,0.527,36,70,0.514,12,21,0.571,10,14,0.714,118
1632,2019-02-07,SAS,@,POR,L 118-127,240,48,91,0.527,36,70,0.514,12,21,0.571,10,14,0.714,118,49,91,0.538,38,60,0.633,11,31,0.355,18,18,1,127
1633,2019-02-08,BRK,,CHI,L 106-125,240,39,94,0.415,26,53,0.491,13,41,0.317,15,16,0.938,106,46,85,0.541,32,57,0.561,14,28,0.5,19,24,0.792,125
1634,2019-02-08,CHI,@,BRK,W 125-106,240,46,85,0.541,32,57,0.561,14,28,0.5,19,24,0.792,125,39,94,0.415,26,53,0.491,13,41,0.317,15,16,0.938,106
1635,2019-02-08,DAL,,MIL,L 107-122,240,36,87,0.414,14,34,0.412,22,53,0.415,13,20,0.65,107,51,93,0.548,41,57,0.719,10,36,0.278,10,12,0.833,122
1636,2019-02-08,MIL,@,DAL,W 122-107,240,51,93,0.548,41,57,0.719,10,36,0.278,10,12,0.833,122,36,87,0.414,14,34,0.412,22,53,0.415,13,20,0.65,107
1637,2019-02-08,DET,,NYK,W 120-103,240,42,86,0.488,29,56,0.518,13,30,0.433,23,29,0.793,120,35,78,0.449,28,56,0.5,7,22,0.318,26,41,0.634,103
1638,2019-02-08,NYK,@,DET,L 103-120,240,35,78,0.449,28,56,0.5,7,22,0.318,26,41,0.634,103,42,86,0.488,29,56,0.518,13,30,0.433,23,29,0.793,120
1639,2019-02-08,MIN,@,NOP,L 117-122,240,46,91,0.505,37,70,0.529,9,21,0.429,16,22,0.727,117,43,91,0.473,34,61,0.557,9,30,0.3,27,28,0.964,122
1640,2019-02-08,NOP,,MIN,W 122-117,240,43,91,0.473,34,61,0.557,9,30,0.3,27,28,0.964,122,46,91,0.505,37,70,0.529,9,21,0.429,16,22,0.727,117
1641,2019-02-08,DEN,@,PHI,L 110-117,240,46,94,0.489,40,68,0.588,6,26,0.231,12,13,0.923,110,39,78,0.5,29,56,0.518,10,22,0.455,29,32,0.906,117
1642,2019-02-08,PHI,,DEN,W 117-110,240,39,78,0.5,29,56,0.518,10,22,0.455,29,32,0.906,117,46,94,0.489,40,68,0.588,6,26,0.231,12,13,0.923,110
1643,2019-02-08,GSW,@,PHO,W 117-107,240,41,81,0.506,31,52,0.596,10,29,0.345,25,35,0.714,117,39,101,0.386,33,70,0.471,6,31,0.194,23,30,0.767,107
1644,2019-02-08,PHO,,GSW,L 107-117,240,39,101,0.386,33,70,0.471,6,31,0.194,23,30,0.767,107,41,81,0.506,31,52,0.596,10,29,0.345,25,35,0.714,117
1645,2019-02-08,MIA,@,SAC,L 96-102,240,38,88,0.432,27,55,0.491,11,33,0.333,9,19,0.474,96,37,90,0.411,28,64,0.438,9,26,0.346,19,25,0.76,102
1646,2019-02-08,SAC,,MIA,W 102-96,240,37,90,0.411,28,64,0.438,9,26,0.346,19,25,0.76,102,38,88,0.432,27,55,0.491,11,33,0.333,9,19,0.474,96
1647,2019-02-08,CLE,@,WAS,L 106-119,240,36,96,0.375,24,58,0.414,12,38,0.316,22,25,0.88,106,46,92,0.5,34,57,0.596,12,35,0.343,15,16,0.938,119
1648,2019-02-08,WAS,,CLE,W 119-106,240,46,92,0.5,34,57,0.596,12,35,0.343,15,16,0.938,119,36,96,0.375,24,58,0.414,12,38,0.316,22,25,0.88,106
1649,2019-02-09,ATL,,CHO,L 120-129,240,46,86,0.535,32,53,0.604,14,33,0.424,14,19,0.737,120,48,88,0.545,29,46,0.63,19,42,0.452,14,18,0.778,129
1650,2019-02-09,CHO,@,ATL,W 129-120,240,48,88,0.545,29,46,0.63,19,42,0.452,14,18,0.778,129,46,86,0.535,32,53,0.604,14,33,0.424,14,19,0.737,120
1651,2019-02-09,BOS,,LAC,L 112-123,240,39,92,0.424,30,66,0.455,9,26,0.346,25,31,0.806,112,40,84,0.476,28,54,0.519,12,30,0.4,31,40,0.775,123
1652,2019-02-09,LAC,@,BOS,W 123-112,240,40,84,0.476,28,54,0.519,12,30,0.4,31,40,0.775,123,39,92,0.424,30,66,0.455,9,26,0.346,25,31,0.806,112
1653,2019-02-09,CHI,,WAS,L 125-134,240,49,97,0.505,43,74,0.581,6,23,0.261,21,28,0.75,125,55,95,0.579,43,68,0.632,12,27,0.444,12,14,0.857,134
1654,2019-02-09,WAS,@,CHI,W 134-125,240,55,95,0.579,43,68,0.632,12,27,0.444,12,14,0.857,134,49,97,0.505,43,74,0.581,6,23,0.261,21,28,0.75,125
1655,2019-02-09,HOU,,OKC,L 112-117,240,37,86,0.43,21,41,0.512,16,45,0.356,22,30,0.733,112,40,89,0.449,27,55,0.491,13,34,0.382,24,30,0.8,117
1656,2019-02-09,OKC,@,HOU,W 117-112,240,40,89,0.449,27,55,0.491,13,34,0.382,24,30,0.8,117,37,86,0.43,21,41,0.512,16,45,0.356,22,30,0.733,112
1657,2019-02-09,CLE,@,IND,L 90-105,240,35,79,0.443,19,43,0.442,16,36,0.444,4,9,0.444,90,45,84,0.536,36,58,0.621,9,26,0.346,6,10,0.6,105
1658,2019-02-09,IND,,CLE,W 105-90,240,45,84,0.536,36,58,0.621,9,26,0.346,6,10,0.6,105,35,79,0.443,19,43,0.442,16,36,0.444,4,9,0.444,90
1659,2019-02-09,MEM,,NOP,W 99-90,240,38,88,0.432,30,59,0.508,8,29,0.276,15,18,0.833,99,34,86,0.395,28,53,0.528,6,33,0.182,16,27,0.593,90
1660,2019-02-09,NOP,@,MEM,L 90-99,240,34,86,0.395,28,53,0.528,6,33,0.182,16,27,0.593,90,38,88,0.432,30,59,0.508,8,29,0.276,15,18,0.833,99
1661,2019-02-09,MIL,,ORL,L 83-103,240,31,95,0.326,25,60,0.417,6,35,0.171,15,18,0.833,83,44,94,0.468,34,67,0.507,10,27,0.37,5,6,0.833,103
1662,2019-02-09,ORL,@,MIL,W 103-83,240,44,94,0.468,34,67,0.507,10,27,0.37,5,6,0.833,103,31,95,0.326,25,60,0.417,6,35,0.171,15,18,0.833,83
1663,2019-02-09,NYK,,TOR,L 99-104,240,39,94,0.415,29,69,0.42,10,25,0.4,11,19,0.579,99,33,86,0.384,19,51,0.373,14,35,0.4,24,29,0.828,104
1664,2019-02-09,TOR,@,NYK,W 104-99,240,33,86,0.384,19,51,0.373,14,35,0.4,24,29,0.828,104,39,94,0.415,29,69,0.42,10,25,0.4,11,19,0.579,99
1665,2019-02-09,SAS,@,UTA,L 105-125,240,40,89,0.449,33,67,0.493,7,22,0.318,18,20,0.9,105,47,90,0.522,31,49,0.633,16,41,0.39,15,20,0.75,125
1666,2019-02-09,UTA,,SAS,W 125-105,240,47,90,0.522,31,49,0.633,16,41,0.39,15,20,0.75,125,40,89,0.449,33,67,0.493,7,22,0.318,18,20,0.9,105
1667,2019-02-10,ATL,,ORL,L 108-124,240,37,80,0.463,24,48,0.5,13,32,0.406,21,25,0.84,108,43,91,0.473,30,54,0.556,13,37,0.351,25,28,0.893,124
1668,2019-02-10,ORL,@,ATL,W 124-108,240,43,91,0.473,30,54,0.556,13,37,0.351,25,28,0.893,124,37,80,0.463,24,48,0.5,13,32,0.406,21,25,0.84,108
1669,2019-02-10,DAL,,POR,W 102-101,240,36,87,0.414,24,50,0.48,12,37,0.324,18,23,0.783,102,42,86,0.488,33,57,0.579,9,29,0.31,8,14,0.571,101
1670,2019-02-10,POR,@,DAL,L 101-102,240,42,86,0.488,33,57,0.579,9,29,0.31,8,14,0.571,101,36,87,0.414,24,50,0.48,12,37,0.324,18,23,0.783,102
1671,2019-02-10,GSW,,MIA,W 120-118,240,44,82,0.537,31,46,0.674,13,36,0.361,19,26,0.731,120,48,105,0.457,30,62,0.484,18,43,0.419,4,8,0.5,118
1672,2019-02-10,MIA,@,GSW,L 118-120,240,48,105,0.457,30,62,0.484,18,43,0.419,4,8,0.5,118,44,82,0.537,31,46,0.674,13,36,0.361,19,26,0.731,120
1673,2019-02-10,LAL,@,PHI,L 120-143,240,48,93,0.516,38,66,0.576,10,27,0.37,14,19,0.737,120,56,97,0.577,44,73,0.603,12,24,0.5,19,22,0.864,143
1674,2019-02-10,PHI,,LAL,W 143-120,240,56,97,0.577,44,73,0.603,12,24,0.5,19,22,0.864,143,48,93,0.516,38,66,0.576,10,27,0.37,14,19,0.737,120
